Loyalty Number,Country,Province,City,Gender,Education,Salary,Salary_College,Marital Status,Loyalty Card,CLV,Enrollment Year,Enrollment Month,Cancelled
187838,Canada,Manitoba,Winnipeg,Male,Master,74124.0,0,Married,Aurora,30591.61,2017,3,0
946439,Canada,Quebec,Montreal,Male,Master,74124.0,0,Married,Aurora,30591.61,2018,12,0
530880,Canada,British Columbia,Dawson Creek,Male,Bachelor,62112.0,0,Single,Aurora,30763.26,2013,10,0
904397,Canada,Ontario,Trenton,Male,Doctor,243236.0,0,Married,Aurora,30850.59,2017,4,1
939399,Canada,Ontario,Sudbury,Female,Bachelor,83036.0,0,Married,Aurora,30859.36,2014,6,0
300371,Canada,British Columbia,Vancouver,Female,Bachelor,74099.0,0,Divorced,Aurora,30909.22,2014,11,0
499874,Canada,New Brunswick,Fredericton,Female,Bachelor,97976.0,0,Married,Aurora,31269.27,2015,4,0
532997,Canada,Ontario,Sudbury,Female,Bachelor,63022.0,0,Married,Aurora,31316.61,2016,7,0
103969,Canada,Ontario,Ottawa,Male,Bachelor,52405.0,0,Married,Aurora,31410.93,2015,4,0
173673,Canada,Ontario,Sudbury,Male,College,,1,Married,Aurora,31516.51,2016,6,0
562510,Canada,British Columbia,Whistler,Male,Bachelor,74745.0,0,Married,Aurora,31920.77,2017,1,1
183129,Canada,Quebec,Quebec City,Female,Bachelor,54908.0,0,Married,Aurora,32021.4,2013,2,0
483274,Canada,Ontario,Toronto,Female,Bachelor,65078.0,0,Married,Aurora,32227.08,2015,1,1
880402,Canada,Alberta,Calgary,Male,Bachelor,62289.0,0,Married,Aurora,32269.85,2018,12,0
525612,Canada,Ontario,Kingston,Female,Bachelor,84190.0,0,Divorced,Aurora,32474.77,2014,4,0
103151,Canada,British Columbia,Vancouver,Female,Bachelor,64962.0,0,Married,Aurora,32613.69,2013,5,0
961440,Canada,Ontario,Toronto,Male,Bachelor,64962.0,0,Married,Aurora,32613.69,2013,2,1
171350,Canada,Quebec,Montreal,Male,Bachelor,88921.0,0,Married,Aurora,32643.08,2015,5,0
944636,Canada,Ontario,Toronto,Female,Bachelor,60732.0,0,Single,Aurora,32677.34,2014,11,0
300460,Canada,Saskatchewan,Regina,Female,Bachelor,61099.0,0,Married,Aurora,32725.3,2018,1,1
224178,Canada,Ontario,Ottawa,Male,College,,1,Married,Aurora,32777.3,2012,11,0
212301,Canada,Quebec,Montreal,Female,Bachelor,68413.0,0,Married,Aurora,32861.26,2012,6,0
798533,Canada,British Columbia,Vancouver,Male,Bachelor,89340.0,0,Divorced,Aurora,32871.75,2015,5,0
905854,Canada,British Columbia,Kelowna,Female,Bachelor,80212.0,0,Married,Aurora,32961.15,2016,7,0
571992,Canada,Quebec,Montreal,Female,Bachelor,64284.0,0,Married,Aurora,33053.27,2013,1,0
974875,Canada,Manitoba,Winnipeg,Male,Bachelor,64284.0,0,Married,Aurora,33053.27,2014,11,0
191656,Canada,Ontario,Trenton,Male,Bachelor,94610.0,0,Married,Aurora,33451.79,2018,1,0
501551,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,3046.25,2018,3,0
255320,Canada,Ontario,Kingston,Female,Bachelor,56193.0,0,Divorced,Aurora,33473.35,2015,4,0
688132,Canada,British Columbia,Vancouver,Female,Bachelor,56193.0,0,Divorced,Aurora,33473.35,2012,9,0
720626,Canada,British Columbia,Vancouver,Female,College,,1,Divorced,Star,3664.22,2018,2,0
498028,Canada,British Columbia,Vancouver,Female,Bachelor,75624.0,0,Married,Aurora,33873.18,2016,6,0
339880,Canada,Ontario,Sudbury,Female,Bachelor,69412.0,0,Married,Aurora,34243.51,2016,3,0
181184,Canada,Quebec,Montreal,Female,Bachelor,46607.0,0,Married,Aurora,34611.38,2014,8,0
906217,Canada,Manitoba,Winnipeg,Male,Bachelor,46607.0,0,Married,Aurora,34611.38,2018,10,0
273054,Canada,British Columbia,Vancouver,Female,College,,1,Divorced,Aurora,34708.87,2018,1,0
728009,Canada,Alberta,Edmonton,Female,Bachelor,57521.0,0,Married,Aurora,34931.0,2018,6,0
401824,Canada,British Columbia,Dawson Creek,Female,Bachelor,93967.0,0,Single,Aurora,35062.65,2014,5,0
278013,Canada,Ontario,Sudbury,Female,Bachelor,94935.0,0,Divorced,Aurora,35186.26,2018,7,0
759551,Canada,British Columbia,Vancouver,Male,Bachelor,86466.0,0,Divorced,Aurora,35440.14,2015,10,0
512471,Canada,Quebec,Montreal,Male,Bachelor,102779.0,0,Divorced,Aurora,35444.31,2015,8,0
402966,Canada,Alberta,Edmonton,Male,College,,1,Married,Aurora,35537.85,2017,8,0
834576,Canada,Nova Scotia,Halifax,Female,College,,1,Married,Aurora,35692.17,2013,6,0
867561,Canada,Ontario,Toronto,Female,Doctor,142987.0,0,Single,Aurora,35850.6,2018,9,0
578998,Canada,British Columbia,West Vancouver,Male,Bachelor,50409.0,0,Married,Aurora,35900.08,2016,11,0
863262,Canada,Ontario,Toronto,Male,College,,1,Single,Aurora,35944.71,2014,6,0
744181,Canada,British Columbia,Victoria,Male,College,,1,Single,Aurora,35984.1,2018,1,0
380001,Canada,Ontario,Toronto,Male,Bachelor,98006.0,0,Single,Aurora,36057.54,2013,9,0
648455,Canada,Alberta,Edmonton,Female,Bachelor,98006.0,0,Single,Aurora,36057.54,2012,11,0
545534,Canada,Quebec,Hull,Female,College,,1,Single,Aurora,36181.03,2013,4,0
923527,Canada,British Columbia,Vancouver,Female,College,,1,Single,Aurora,36181.03,2015,6,0
491481,Canada,British Columbia,Vancouver,Male,College,,1,Married,Aurora,36470.3,2015,3,0
309041,Canada,Quebec,Montreal,Male,College,,1,Married,Aurora,36695.91,2015,5,0
187077,Canada,Quebec,Montreal,Male,High School or Below,66275.0,0,Married,Aurora,36860.91,2015,4,0
939571,Canada,Ontario,Toronto,Male,Bachelor,87099.0,0,Divorced,Aurora,36946.06,2015,8,0
912940,Canada,Ontario,Trenton,Male,Doctor,145343.0,0,Married,Aurora,37150.83,2018,7,0
302827,Canada,Quebec,Montreal,Male,Bachelor,90682.0,0,Married,Aurora,38230.21,2012,11,0
647658,Canada,British Columbia,Vancouver,Female,Bachelor,100159.0,0,Married,Star,3861.49,2018,2,1
168290,Canada,Ontario,Toronto,Female,Bachelor,51955.0,0,Married,Aurora,38445.86,2016,7,0
856496,Canada,Ontario,Toronto,Female,Bachelor,67330.0,0,Single,Aurora,38496.95,2018,6,0
491907,Canada,Quebec,Montreal,Female,Bachelor,61984.0,0,Married,Aurora,38545.71,2012,12,0
675419,Canada,Ontario,Toronto,Female,College,,1,Single,Aurora,39400.19,2013,7,1
447771,Canada,British Columbia,Vancouver,Male,High School or Below,53062.0,0,Married,Aurora,39769.56,2017,6,0
849510,Canada,Quebec,Montreal,Male,College,,1,Single,Aurora,40440.76,2014,5,0
687533,Canada,British Columbia,Whistler,Male,Bachelor,54786.0,0,Married,Aurora,40636.67,2016,10,0
767971,Canada,Quebec,Montreal,Male,Bachelor,54786.0,0,Married,Aurora,40636.67,2012,11,0
683276,Canada,Quebec,Montreal,Female,Bachelor,47996.0,0,Married,Aurora,41075.43,2018,10,0
225746,Canada,Quebec,Montreal,Female,Bachelor,78464.0,0,Married,Aurora,41143.09,2013,12,0
248497,Canada,British Columbia,West Vancouver,Female,Bachelor,78464.0,0,Married,Aurora,41143.09,2013,9,1
379562,Canada,British Columbia,Vancouver,Female,Bachelor,59529.0,0,Married,Aurora,41491.74,2014,3,0
343139,Canada,Manitoba,Winnipeg,Female,Bachelor,65151.0,0,Married,Aurora,41745.01,2012,6,0
345765,Canada,Quebec,Montreal,Female,Bachelor,65151.0,0,Married,Aurora,41745.01,2016,12,0
123525,Canada,Manitoba,Winnipeg,Female,Bachelor,65997.0,0,Divorced,Aurora,41787.9,2015,1,0
175528,Canada,Quebec,Quebec City,Female,Bachelor,65997.0,0,Divorced,Aurora,41787.9,2015,12,0
374967,Canada,Nova Scotia,Halifax,Male,Bachelor,65997.0,0,Divorced,Aurora,41787.9,2016,12,0
607565,Canada,Ontario,Thunder Bay,Male,Bachelor,65997.0,0,Divorced,Aurora,41787.9,2013,4,0
749430,Canada,Manitoba,Winnipeg,Female,Bachelor,65997.0,0,Divorced,Aurora,41787.9,2016,1,0
902966,Canada,Newfoundland,St. John's,Male,Bachelor,65997.0,0,Divorced,Aurora,41787.9,2013,5,0
559111,Canada,Quebec,Tremblant,Female,Bachelor,52623.0,0,Married,Aurora,41855.17,2017,12,0
190524,Canada,Quebec,Tremblant,Male,Bachelor,92316.0,0,Married,Aurora,42389.01,2016,6,0
266561,Canada,Quebec,Hull,Female,College,,1,Married,Aurora,42462.97,2018,5,0
563086,Canada,British Columbia,Victoria,Female,College,,1,Married,Aurora,42462.97,2018,5,0
625033,Canada,Newfoundland,St. John's,Male,Bachelor,80686.0,0,Single,Aurora,42561.63,2013,5,0
643300,Canada,British Columbia,Victoria,Female,Bachelor,75335.0,0,Married,Aurora,43026.52,2017,6,0
353369,Canada,Quebec,Montreal,Male,Bachelor,69595.0,0,Single,Aurora,43217.22,2018,9,0
309456,Canada,Quebec,Montreal,Male,High School or Below,67018.0,0,Single,Aurora,43290.5,2016,1,0
923959,Canada,Manitoba,Winnipeg,Female,High School or Below,67018.0,0,Single,Aurora,43290.5,2016,11,0
651097,Canada,Ontario,Kingston,Male,Bachelor,67952.0,0,Single,Aurora,44520.14,2015,9,0
570299,Canada,Ontario,Toronto,Female,Bachelor,74917.0,0,Married,Aurora,44795.47,2015,12,0
258296,Canada,Quebec,Montreal,Female,Bachelor,77037.0,0,Married,Aurora,44856.11,2012,10,0
710029,Canada,Ontario,Toronto,Female,Bachelor,54784.0,0,Divorced,Aurora,45708.65,2012,8,0
219431,Canada,British Columbia,Dawson Creek,Male,College,,1,Divorced,Star,3982.27,2018,2,0
746031,Canada,Ontario,Trenton,Female,Bachelor,61097.0,0,Married,Aurora,47155.63,2016,3,0
529331,Canada,Ontario,Toronto,Male,Bachelor,78033.0,0,Married,Aurora,49221.43,2013,5,1
125068,Canada,British Columbia,Vancouver,Female,Bachelor,19464.0,0,Married,Star,4064.18,2018,3,0
566374,Canada,New Brunswick,Moncton,Female,Bachelor,50322.0,0,Married,Aurora,51016.07,2016,7,0
302057,Canada,British Columbia,Vancouver,Male,Bachelor,50769.0,0,Single,Star,4118.59,2018,3,0
642323,Canada,Ontario,Toronto,Male,College,,1,Married,Aurora,52811.49,2017,12,0
798869,Canada,New Brunswick,Fredericton,Male,Bachelor,61718.0,0,Single,Aurora,55277.45,2018,10,0
977244,Canada,Quebec,Montreal,Female,Bachelor,88425.0,0,Married,Aurora,56675.94,2015,4,0
220808,Canada,British Columbia,Vancouver,Female,Bachelor,62932.0,0,Divorced,Star,4358.76,2018,2,0
219139,Canada,Alberta,Banff,Female,Bachelor,76778.0,0,Single,Aurora,58166.55,2016,3,0
228030,Canada,British Columbia,Vancouver,Male,Bachelor,50174.0,0,Married,Aurora,58753.88,2018,5,0
592992,Canada,Ontario,Trenton,Male,College,,1,Married,Aurora,61850.19,2013,7,0
179870,Canada,Quebec,Montreal,Female,Bachelor,56406.0,0,Single,Aurora,66025.75,2017,7,0
838263,Canada,Nova Scotia,Halifax,Male,Bachelor,89210.0,0,Married,Aurora,67907.27,2012,7,0
142726,Canada,British Columbia,Vancouver,Female,Bachelor,98974.0,0,Divorced,Star,4397.78,2018,4,0
767366,Canada,Quebec,Montreal,Female,Bachelor,60845.0,0,Married,Aurora,73225.96,2017,3,1
433172,Canada,Alberta,Peace River,Female,College,,1,Married,Nova,2738.0,2013,6,0
697356,Canada,Ontario,Toronto,Female,College,,1,Married,Nova,2738.0,2014,11,0
225318,Canada,British Columbia,Vancouver,Male,College,,1,Married,Nova,2739.06,2012,11,0
551533,Canada,Manitoba,Winnipeg,Male,Bachelor,55642.0,0,Married,Nova,2742.8,2014,10,1
926083,Canada,British Columbia,Vancouver,Female,Bachelor,79118.0,0,Married,Nova,2742.84,2015,9,0
240044,Canada,Ontario,Toronto,Male,Bachelor,101995.0,0,Married,Nova,2743.55,2017,1,0
583327,Canada,British Columbia,Vancouver,Male,Bachelor,101995.0,0,Married,Nova,2743.55,2017,8,0
586944,Canada,British Columbia,Whistler,Female,Bachelor,89856.0,0,Divorced,Nova,2744.08,2015,5,0
856406,Canada,British Columbia,Vancouver,Male,High School or Below,53149.0,0,Married,Nova,2744.17,2018,1,0
946771,Canada,Ontario,Trenton,Male,High School or Below,53149.0,0,Married,Nova,2744.17,2014,8,0
994044,Canada,Alberta,Peace River,Male,Bachelor,101166.0,0,Divorced,Nova,2744.52,2016,8,1
262422,Canada,Ontario,Ottawa,Female,Bachelor,57634.0,0,Married,Nova,2744.74,2017,4,0
864485,Canada,Alberta,Edmonton,Male,Bachelor,99050.0,0,Married,Nova,2745.13,2016,7,0
571942,Canada,British Columbia,Vancouver,Female,Bachelor,64975.0,0,Married,Nova,2745.25,2015,11,0
298853,Canada,Ontario,Toronto,Female,Bachelor,102403.0,0,Married,Nova,2746.12,2014,7,0
336882,Canada,British Columbia,Dawson Creek,Male,Bachelor,102403.0,0,Married,Nova,2746.12,2017,5,0
343547,Canada,Ontario,Toronto,Female,College,,1,Single,Nova,2746.9,2016,7,0
434922,Canada,Quebec,Quebec City,Female,Bachelor,77496.0,0,Single,Nova,2746.92,2013,3,0
804816,Canada,Newfoundland,St. John's,Female,Bachelor,77496.0,0,Single,Nova,2746.92,2013,4,1
302921,Canada,British Columbia,West Vancouver,Male,Bachelor,93009.0,0,Married,Nova,2747.43,2014,3,0
973897,Canada,Quebec,Montreal,Male,Bachelor,93009.0,0,Married,Nova,2747.43,2016,3,0
142763,Canada,Ontario,Toronto,Male,College,,1,Single,Nova,2747.77,2018,12,0
291148,Canada,Nova Scotia,Halifax,Male,Bachelor,73543.0,0,Married,Nova,2748.8,2017,2,0
302804,Canada,Quebec,Quebec City,Female,Bachelor,73543.0,0,Married,Nova,2748.8,2017,2,0
741848,Canada,Quebec,Montreal,Female,Bachelor,55642.0,0,Married,Nova,2748.85,2013,2,1
746853,Canada,British Columbia,Whistler,Female,Bachelor,55642.0,0,Married,Nova,2748.85,2018,9,0
332780,Canada,Ontario,Sudbury,Female,Bachelor,72858.0,0,Divorced,Nova,2748.93,2016,4,0
373204,Canada,British Columbia,Vancouver,Female,Bachelor,84187.0,0,Single,Nova,2749.41,2018,11,0
751270,Canada,Ontario,Toronto,Female,Bachelor,84187.0,0,Single,Nova,2749.41,2016,5,1
602384,Canada,Quebec,Tremblant,Male,Bachelor,56932.0,0,Divorced,Nova,2750.54,2017,8,1
758432,Canada,New Brunswick,Moncton,Female,Bachelor,56932.0,0,Divorced,Nova,2750.54,2013,12,0
203745,Canada,Ontario,Sudbury,Male,Bachelor,100034.0,0,Married,Nova,2750.88,2016,10,0
156138,Canada,Ontario,Ottawa,Female,Bachelor,95414.0,0,Single,Nova,2751.25,2015,5,0
373950,Canada,British Columbia,Vancouver,Female,Bachelor,63068.0,0,Married,Nova,2751.37,2015,5,0
161557,Canada,Ontario,Kingston,Female,Bachelor,91383.0,0,Married,Nova,2752.66,2018,12,0
326699,Canada,Yukon,Whitehorse,Male,Bachelor,91383.0,0,Married,Nova,2752.66,2013,6,0
823663,Canada,Quebec,Quebec City,Female,Bachelor,86991.0,0,Married,Nova,2753.16,2012,9,0
854812,Canada,Newfoundland,St. John's,Female,Bachelor,86991.0,0,Married,Nova,2753.16,2015,10,0
890232,Canada,British Columbia,West Vancouver,Female,Bachelor,53045.0,0,Single,Nova,2753.31,2017,5,1
559619,Canada,Quebec,Montreal,Female,College,,1,Married,Nova,2753.78,2016,5,1
627869,Canada,British Columbia,Victoria,Female,College,,1,Married,Nova,2753.78,2013,1,1
780525,Canada,Ontario,Ottawa,Female,Bachelor,74864.0,0,Married,Nova,2754.14,2018,12,0
346205,Canada,Ontario,Toronto,Female,Bachelor,90086.0,0,Married,Nova,2754.46,2014,2,0
985427,Canada,British Columbia,Vancouver,Female,Bachelor,90086.0,0,Married,Nova,2754.46,2016,9,1
850245,Canada,Quebec,Quebec City,Male,Bachelor,60732.0,0,Married,Nova,2755.22,2017,8,0
915948,Canada,British Columbia,West Vancouver,Male,Bachelor,63767.0,0,Married,Nova,2756.47,2013,7,0
479015,Canada,Alberta,Edmonton,Male,High School or Below,81325.0,0,Divorced,Nova,2756.94,2016,4,0
659251,Canada,Ontario,Toronto,Female,High School or Below,81325.0,0,Divorced,Nova,2756.94,2014,9,0
949829,Canada,Nova Scotia,Halifax,Male,Bachelor,68797.0,0,Married,Nova,2757.38,2013,4,0
426536,Canada,Quebec,Montreal,Female,Doctor,200870.0,0,Married,Nova,2758.33,2013,11,0
621695,Canada,Ontario,Toronto,Female,Bachelor,80051.0,0,Married,Nova,2758.5,2015,8,0
370090,Canada,Quebec,Montreal,Female,Bachelor,64557.0,0,Married,Nova,2758.7,2015,6,0
653636,Canada,British Columbia,Whistler,Female,Bachelor,64557.0,0,Married,Nova,2758.7,2016,11,0
663514,Canada,British Columbia,West Vancouver,Female,Bachelor,79023.0,0,Married,Nova,2759.62,2016,8,0
260726,Canada,Nova Scotia,Halifax,Male,Bachelor,99444.0,0,Married,Nova,2759.98,2017,4,0
397891,Canada,British Columbia,Dawson Creek,Female,Bachelor,99444.0,0,Married,Nova,2759.98,2015,6,1
405339,Canada,Ontario,Trenton,Female,Bachelor,99444.0,0,Married,Nova,2759.98,2016,11,0
836226,Canada,British Columbia,Vancouver,Male,High School or Below,63114.0,0,Married,Star,4558.43,2018,3,0
576057,Canada,British Columbia,Vancouver,Female,Bachelor,99444.0,0,Married,Nova,2759.98,2018,5,0
614373,Canada,British Columbia,West Vancouver,Female,Bachelor,99444.0,0,Married,Nova,2759.98,2013,1,0
724272,Canada,Quebec,Montreal,Male,Bachelor,99444.0,0,Married,Nova,2759.98,2012,10,0
582067,Canada,Nova Scotia,Halifax,Male,Bachelor,89763.0,0,Married,Nova,2760.48,2018,7,0
628596,Canada,Quebec,Quebec City,Male,Bachelor,89763.0,0,Married,Nova,2760.48,2015,11,0
113363,Canada,New Brunswick,Moncton,Female,Bachelor,57311.0,0,Married,Nova,2760.95,2017,9,0
172345,Canada,Quebec,Tremblant,Male,Bachelor,57311.0,0,Married,Nova,2760.95,2017,4,0
103985,Canada,Ontario,Toronto,Male,College,,1,Single,Nova,2761.69,2018,9,0
357903,Canada,Ontario,Sudbury,Male,Bachelor,84838.0,0,Single,Nova,2762.8,2018,11,0
860684,Canada,Alberta,Edmonton,Female,Bachelor,56667.0,0,Married,Nova,2764.03,2016,1,0
531515,Canada,Alberta,Calgary,Male,Bachelor,76606.0,0,Married,Nova,2764.49,2017,7,0
653539,Canada,Ontario,Toronto,Female,Bachelor,76606.0,0,Married,Nova,2764.49,2014,5,0
150134,Canada,British Columbia,Dawson Creek,Female,Bachelor,55023.0,0,Married,Nova,2764.8,2013,1,0
316527,Canada,British Columbia,West Vancouver,Male,College,,1,Married,Nova,2767.5,2012,6,0
401422,Canada,British Columbia,Vancouver,Male,Doctor,240256.0,0,Married,Star,4836.22,2018,4,0
123697,Canada,Ontario,Toronto,Male,College,,1,Married,Nova,2767.59,2014,6,0
467151,Canada,British Columbia,Vancouver,Male,College,,1,Married,Nova,2767.59,2013,3,0
613195,Canada,Quebec,Tremblant,Male,Bachelor,61547.0,0,Married,Nova,2769.25,2017,2,0
976834,Canada,New Brunswick,Moncton,Female,Bachelor,61547.0,0,Married,Nova,2769.25,2018,11,0
136049,Canada,Ontario,Trenton,Female,Bachelor,60917.0,0,Married,Nova,2769.73,2018,5,0
122206,Canada,Ontario,Trenton,Female,Bachelor,68546.0,0,Single,Nova,2771.05,2014,10,1
173873,Canada,Ontario,Toronto,Male,Bachelor,68546.0,0,Single,Nova,2771.05,2015,3,0
203973,Canada,Ontario,Toronto,Female,Bachelor,68546.0,0,Single,Nova,2771.05,2017,9,0
276204,Canada,Alberta,Banff,Male,Bachelor,68546.0,0,Single,Nova,2771.05,2017,8,0
291595,Canada,Alberta,Edmonton,Female,Bachelor,68546.0,0,Single,Nova,2771.05,2017,8,0
606852,Canada,British Columbia,Vancouver,Female,Bachelor,68546.0,0,Single,Nova,2771.05,2013,4,0
952532,Canada,British Columbia,Vancouver,Male,College,,1,Single,Nova,2771.96,2017,11,0
971637,Canada,Ontario,Toronto,Female,College,,1,Single,Nova,2771.96,2017,4,0
746772,Canada,Ontario,Toronto,Male,Bachelor,90200.0,0,Divorced,Nova,2772.44,2012,10,0
454750,Canada,Ontario,London,Male,Bachelor,82005.0,0,Married,Nova,2772.5,2017,4,0
141139,Canada,Ontario,Toronto,Male,Bachelor,59009.0,0,Married,Nova,2772.84,2016,4,0
308144,Canada,Alberta,Edmonton,Male,Bachelor,59009.0,0,Married,Nova,2772.84,2017,11,0
691626,Canada,British Columbia,Vancouver,Female,College,,1,Married,Star,5085.02,2018,4,0
612370,Canada,New Brunswick,Moncton,Female,College,,1,Divorced,Nova,2774.8,2015,12,1
840882,Canada,Quebec,Tremblant,Male,College,,1,Divorced,Nova,2774.8,2015,12,0
437262,Canada,Ontario,Kingston,Female,Doctor,288174.0,0,Married,Nova,2775.08,2017,3,0
825315,Canada,Ontario,Thunder Bay,Female,Bachelor,59875.0,0,Divorced,Nova,2775.67,2015,5,0
760061,Canada,Quebec,Montreal,Female,College,,1,Single,Nova,2776.32,2013,4,0
450698,Canada,British Columbia,Vancouver,Male,Bachelor,69221.0,0,Married,Star,5131.36,2018,4,0
127289,Canada,British Columbia,Vancouver,Male,College,,1,Single,Nova,2776.63,2013,12,0
435883,Canada,Ontario,Thunder Bay,Female,Bachelor,54512.0,0,Divorced,Nova,2776.75,2015,5,1
537124,Canada,Nova Scotia,Halifax,Male,Bachelor,83710.0,0,Married,Nova,2776.77,2014,10,0
849884,Canada,Ontario,London,Male,High School or Below,68352.0,0,Married,Nova,2776.84,2013,3,0
523246,Canada,British Columbia,West Vancouver,Male,Bachelor,79786.0,0,Married,Nova,2777.34,2013,11,0
684296,Canada,British Columbia,Whistler,Male,Bachelor,75171.0,0,Married,Nova,2777.53,2013,12,1
859972,Canada,Quebec,Montreal,Male,Bachelor,75171.0,0,Married,Nova,2777.53,2014,10,0
833783,Canada,Ontario,Toronto,Female,Bachelor,80224.0,0,Married,Nova,2778.32,2014,10,0
779929,Canada,Alberta,Edmonton,Female,Bachelor,85742.0,0,Single,Nova,2778.9,2017,10,0
196583,Canada,Ontario,Toronto,Male,Bachelor,60366.0,0,Single,Nova,2779.85,2013,1,0
735627,Canada,British Columbia,Vancouver,Male,Bachelor,60366.0,0,Single,Nova,2779.85,2016,8,0
549537,Canada,Ontario,Toronto,Male,Doctor,176843.0,0,Divorced,Nova,2780.2,2015,5,0
461353,Canada,British Columbia,Vancouver,Male,Bachelor,101381.0,0,Married,Nova,2780.73,2015,1,0
920321,Canada,New Brunswick,Fredericton,Female,Bachelor,96816.0,0,Married,Nova,2780.85,2014,2,0
185129,Canada,British Columbia,Vancouver,Male,Bachelor,73044.0,0,Married,Nova,2781.45,2013,12,0
891097,Canada,Ontario,Toronto,Male,Bachelor,73044.0,0,Married,Nova,2781.45,2012,10,0
443130,Canada,Ontario,Trenton,Male,College,,1,Single,Nova,2781.59,2014,11,0
607480,Canada,British Columbia,Vancouver,Female,College,,1,Single,Nova,2781.59,2016,12,0
365421,Canada,Ontario,Toronto,Male,Bachelor,62857.0,0,Married,Nova,2783.58,2017,3,0
369943,Canada,British Columbia,Vancouver,Female,Bachelor,62857.0,0,Married,Nova,2783.58,2014,3,0
727497,Canada,Ontario,Thunder Bay,Female,Doctor,183847.0,0,Married,Nova,2784.91,2017,4,0
600792,Canada,British Columbia,Vancouver,Female,Bachelor,80479.0,0,Divorced,Nova,2785.42,2017,10,0
688691,Canada,Ontario,Trenton,Female,Bachelor,80479.0,0,Divorced,Nova,2785.42,2012,8,0
623946,Canada,British Columbia,West Vancouver,Female,Bachelor,100918.0,0,Divorced,Nova,2786.66,2018,8,0
302134,Canada,Alberta,Edmonton,Female,Bachelor,60201.0,0,Single,Nova,2787.42,2012,7,0
767494,Canada,Ontario,Toronto,Male,Bachelor,60201.0,0,Single,Nova,2787.42,2012,5,0
637765,Canada,Newfoundland,St. John's,Male,Bachelor,77645.0,0,Married,Nova,2787.5,2016,1,0
647791,Canada,Quebec,Quebec City,Male,Bachelor,77645.0,0,Married,Nova,2787.5,2017,9,0
